census,obsvar,count,n_sp,n_records
1001,0.715477387,989,37,118
1002,0.685829146,463,43,148
1003,0.945125628,959,44,172
1004,0.92459799,547,49,251
1005,0.638165829,32,37,201
1006,1.008819095,896,34,257
1007,0.90201005,389,40,210
1008,1.355879397,845,41,306
1009,0.84620603,326,43,189
1010,0.572236181,196,28,135
1011,0.674346734,940,36,119
1012,0.609824121,999,31,77
1013,0.56258794,902,38,103
1014,0.40781407,430,29,87
1015,0.270728643,443,24,55
1016,0.245,60,24,57
1017,0.359698492,376,25,78
1018,0.363718593,378,23,82
1019,0.411834171,470,21,97
1020,0.451356784,789,24,94
1021,0.516959799,460,21,125
1022,0.608944724,665,19,158
1023,0.74361809,765,21,202
1024,0.875150754,950,28,187
1025,0.675778894,546,28,152
1026,0.921708543,998,30,154
1027,0.830929648,999,34,123
1028,0.790728643,997,28,123
1029,0.873743719,990,35,145
1030,0.60741206,865,33,115
1031,0.464221106,943,25,82
1032,0.581683417,947,27,107
1033,0.47879397,967,23,88
1034,0.387713568,995,22,63
1035,0.263718593,726,20,52
1036,0.468115578,899,24,87
1037,0.180904523,127,19,40
1038,0.16178392,695,14,31
1039,0.18201005,833,11,34
1040,0.283015075,994,24,44
1041,0.209824121,502,15,43
1042,0.191733668,682,14,37
1043,0.360778894,674,26,71
1044,0.305301508,882,21,57
1045,0.411432161,998,28,65
1046,0.360778894,722,23,71
1047,0.314346734,492,22,67
1048,0.407638191,842,30,76
1049,0.32339196,200,27,73
1050,0.501884422,577,29,105
1051,0.760577889,997,37,123
1052,0.584698492,446,42,127
1053,0.713341709,784,31,153
1054,1.19839196,417,44,348
1055,0.92540201,490,37,237
1056,0.907512563,872,35,191
1057,1.275753769,969,49,265
1058,1.703492462,961,48,449
1059,1.686407035,963,50,341
1060,0.919698492,261,50,214
1061,0.695452261,723,40,139
1062,0.711055276,138,39,170
1063,0.512336683,816,33,97
1064,0.595753769,720,37,117
1065,0.561582915,777,39,107
1066,0.431130653,849,32,79
1067,0.356180905,708,29,68
1068,0.367437186,394,31,76
1069,0.248341709,199,23,54
1070,0.267110553,57,26,63
1071,0.214849246,2,19,57
1072,0.455879397,975,21,84
1073,0.391934673,137,19,99
1074,0.488040201,127,21,124
1075,0.635150754,671,25,139
1076,0.826105528,849,24,189
1077,0.72540201,586,22,177
1078,0.87798995,942,28,184
1079,0.892236181,970,35,167
1080,0.706306533,889,25,133
1081,0.41959799,444,24,90
1082,0.662914573,997,26,104
1083,0.828919598,955,23,197
1084,0.539673367,807,18,111
1085,0.502286432,752,22,103
1086,0.40241206,966,20,72
1087,0.339673367,983,18,59
1088,0.32160804,999,11,40
1089,0.393567839,999,15,44
1090,0.326005025,999,19,35
1091,0.422110553,999,22,60
1092,0.308643216,997,20,46
1093,0.448140704,999,20,58
1094,0.253668342,751,16,48
1095,0.165201005,230,16,35
1096,0.141105528,511,15,28
1097,0.114547739,767,12,21
1098,0.177864322,138,19,39
1099,0.246005025,214,21,53
1100,0.241180905,331,20,51
1101,0.39638191,943,28,68
1102,0.385829146,979,30,62
1103,0.369824121,980,27,59
1104,0.512462312,785,36,98
1105,0.451030151,463,36,93
1106,0.937788945,972,44,174
1107,1.042713568,713,40,230
1108,1.898869347,931,57,415
1109,1.113065327,806,46,250
1110,1.173366834,395,55,310
1111,1.275477387,682,49,306
1112,1.180879397,970,46,249
1113,0.925025126,511,42,228
1114,0.867311558,639,49,191
1115,0.63959799,970,33,112
1116,0.458065327,38,39,113
1117,0.56178392,510,42,121
1118,0.537060302,996,38,85
1119,0.329547739,54,31,78
1120,0.267236181,235,23,58
1121,0.197964824,540,21,39
1122,0.174849246,957,20,29
1123,0.202110553,954,17,34
1124,0.161909548,254,17,34
1125,0.108442211,317,17,22
1126,0.123718593,221,12,26
1127,0.098266332,871,13,17
1128,0.248341709,808,18,46
1129,0.387914573,913,27,69
1130,0.430929648,376,19,93
1131,0.516959799,337,24,115
1132,0.533643216,592,22,119
1133,0.700603015,575,31,154
1134,0.816055276,998,29,139
1135,1.195577889,999,35,196
1136,1.161407035,996,36,224
1137,0.690954774,835,25,150
1138,0.638969849,963,24,113
1139,0.590452261,901,31,110
1140,0.612437186,998,26,105
1141,0.415678392,870,25,84
1142,0.452261307,759,20,100
1143,0.48201005,868,26,104
1144,0.373768844,687,22,82
1145,0.426507538,893,23,85
1146,0.206005025,54,19,49
1147,0.349648241,297,22,78
1148,0.492462312,992,28,80
1149,0.297386935,685,22,58
1150,0.293869347,937,22,52
1151,0.272462312,25,23,66
1152,0.668442211,999,29,86
1153,0.779798995,965,36,142
1154,0.697386935,816,37,138
1155,0.721105528,974,31,130
1156,0.769748744,890,45,142
1157,0.80339196,459,40,185
1158,1.430753769,989,49,284
1159,1.248643216,968,45,252
1160,1.314070352,896,49,270
1161,1.462286432,747,58,399
1162,1.64419598,559,60,469
1163,1.498592965,873,62,366
1164,1.250628141,731,59,355
1165,0.954748744,432,45,251
1166,1.066306533,870,42,281
1167,0.923994975,845,43,215
1168,0.697889447,290,37,168
1169,0.650753769,679,45,130
1170,0.712939698,350,29,175
1171,0.476758794,128,32,115
1172,0.253668342,422,24,52
1173,0.330628141,335,29,71
1174,0.361180905,873,34,65
1175,0.210829146,117,20,47
1176,0.280778894,575,28,55
1177,0.203417085,36,18,48
1178,0.285201005,526,25,57
1179,0.206934673,394,24,42
1180,0.327236181,191,24,76
1181,0.272964824,500,20,56
1182,0.405125628,935,17,74
1183,0.807638191,944,31,184
1184,0.808417085,693,31,195
1185,0.815854271,866,30,223
1186,1.179874372,999,36,221
1187,0.814070352,973,26,160
1188,0.874371859,995,35,140
1189,0.531432161,649,25,107
1190,0.858266332,929,28,171
1191,0.572839196,952,27,101
1192,0.36781407,801,30,69
1193,0.254246231,981,19,41
1194,0.283015075,991,21,44
1195,0.454045226,998,26,73
1196,0.346105528,999,28,45
1197,0.295854271,998,17,45
1198,0.386909548,999,20,49
1199,0.298592965,995,22,46
1200,0.350527638,999,16,43
1201,0.203994975,671,18,41
1202,0.138190955,139,17,30
1203,0.308517588,998,21,39
1204,0.295251256,802,25,57
1205,0.331030151,971,25,55
1206,0.341080402,984,28,55
1207,0.397085427,269,37,86
1208,0.465929648,929,32,84
1209,0.817060302,939,41,159
1210,0.76178392,951,38,141
1211,1.077788945,999,40,148
1212,1.14160804,889,46,258
1213,1.457286432,988,51,380
1214,1.375653266,977,49,357
1215,0.805929648,405,55,218
1216,0.695075377,904,38,144
1217,0.584899497,342,43,139
1218,1.042713568,936,49,230
1219,0.634145729,911,33,119
1220,0.362788945,277,24,81
1221,0.602386935,997,25,105
1222,0.312663317,376,25,66
1223,0.422110553,799,24,80
1224,0.210829146,95,28,47
1225,0.216984925,660,22,42
1226,0.417864322,995,26,63
1227,0.307437186,836,16,58
1228,0.332060302,477,18,72
1229,0.277286432,483,18,58
1230,0.409949749,921,21,78
1231,0.223517588,240,19,48
1232,0.345628141,909,22,62
1233,0.340678392,443,19,71
1234,0.367613065,77,16,87
1235,0.510954774,569,23,108
1236,0.481507538,376,23,106
1237,0.651155779,956,23,122
1238,0.608819095,459,25,137
1239,0.479170854,996,24,77
1240,0.428919598,911,26,77
1241,0.436582915,995,22,68
1242,0.181683417,413,17,37
1243,0.218065327,873,17,39
1244,0.130025126,559,18,25
1245,0.138592965,972,16,22
1246,0.112336683,303,13,23
1247,0.158291457,687,18,30
1248,0.110552764,839,8,20
1249,0.164798995,883,17,29
1250,0.205,999,15,29
1251,0.128542714,905,15,22
1252,0.069723618,0,13,15
1253,0.148241206,341,21,30
1254,0.212035176,996,22,31
1255,0.263718593,838,31,48
1256,0.231155779,913,26,40
1257,0.215452261,323,24,45
1258,0.241984925,994,20,37
1259,0.407638191,835,25,76
1260,0.50160804,617,34,106
1261,0.559572864,266,47,123
1262,0.55638191,999,30,84
1263,0.64298995,996,40,97
1264,0.608819095,235,37,137
1265,1.035954774,992,42,187
1266,0.837160804,262,37,209
1267,1.466934673,990,44,296
1268,0.773467337,37,45,204
1269,1.245201005,701,52,279
1270,0.539472362,169,35,123
1271,0.809949749,984,44,142
1272,0.586834171,204,41,138
1273,0.564723618,491,35,118
1274,0.353743719,943,31,61
1275,0.219874372,578,24,43
1276,0.158567839,251,23,33
1277,0.12741206,157,18,27
1278,0.158567839,288,20,33
1279,0.141105528,453,17,28
1280,0.237085427,885,18,42
1281,0.216055276,102,19,49
1282,0.317487437,913,20,58
1283,0.361809045,491,17,80
1284,0.462311558,627,15,100
1285,0.558768844,392,17,181
1286,0.422889447,686,13,213
1287,0.353366834,50,19,244
1288,0.564422111,562,20,244
1289,0.58080402,112,19,222
1290,0.678994975,31,23,224
1291,0.616859296,1,23,193
1292,1.034271357,891,29,206
1293,0.639170854,716,25,131
1294,0.56178392,252,26,129
1295,0.380879397,838,23,71
1296,0.31919598,595,21,64
1297,0.282512563,179,18,66
1298,0.303919598,987,17,52
1299,0.148341709,0,14,36
1300,0.222713568,670,15,44
1301,0.178492462,563,13,36
1302,0.252035176,998,19,37
1303,0.192060302,880,16,34
1304,0.208643216,906,21,36
1305,0.187914573,352,20,39
1306,0.133768844,530,16,26
1307,0.16178392,627,18,31
1308,0.141683417,92,19,31
1309,0.20178392,800,21,37
1310,0.211834171,883,25,37
1311,0.300879397,814,26,55
1312,0.518190955,996,36,76
1313,0.373467337,994,33,56
1314,0.501884422,733,42,95
1315,0.700276382,979,40,123
1316,0.500904523,475,35,108
1317,0.56120603,761,40,108
1318,0.949120603,547,43,235
1319,1.386306533,996,50,255
1320,0.598894472,21,44,158
1321,1.264296482,578,55,291
1322,0.964824121,941,40,220
1323,0.746708543,728,43,159
1324,0.769824121,985,40,131
1325,0.451231156,959,37,79
1326,0.285326633,234,27,62
1327,0.270728643,491,21,55
1328,0.164723618,24,22,38
1329,0.25839196,310,28,54
1330,0.301482412,943,29,51
1331,0.15839196,39,26,36
1332,0.238291457,663,26,46
1333,0.276155779,664,24,53
1334,0.459271357,679,30,89
1335,0.482311558,688,29,98
1336,0.461683417,223,24,105
1337,0.757562814,993,22,143
1338,0.496859296,18,23,195
1339,0.88080402,963,32,188
1340,0.869321608,947,32,201
1341,0.87798995,969,31,184
1342,0.661281407,534,30,141
1343,0.651155779,923,21,122
1344,0.828040201,994,26,138
1345,0.520100503,760,21,110
1346,0.520100503,905,25,110
1347,0.439170854,431,20,111
1348,0.411155779,227,27,106
1349,0.492361809,958,24,98
1350,0.358567839,914,14,77
1351,0.317487437,962,17,58
1352,0.260075377,999,15,43
1353,0.16178392,665,14,31
1354,0.194874372,742,15,38
1355,0.378994975,999,20,46
1356,0.263718593,555,23,52
1357,0.251231156,471,24,51
1358,0.286407035,925,23,49
1359,0.194874372,575,21,38
1360,0.577261307,997,32,85
1361,0.592964824,987,37,100
1362,0.552135678,967,33,95
1363,0.582914573,968,38,100
1364,0.451859296,186,36,104
1365,0.452035176,339,37,97
1366,0.690954774,333,44,150
1367,1.306507538,960,49,251
1368,1.411432161,748,62,315
1369,1.607135678,624,57,406
1370,1.413844221,790,56,323
1371,1.710150754,963,54,344
1372,1.163316583,397,51,370
1373,1.318366834,753,47,377
1374,1.290829146,833,51,325
1375,0.988844221,365,49,262
1376,0.72741206,801,45,143
1377,0.643190955,211,43,149
1378,0.713567839,515,36,160
1379,0.582889447,974,28,101
1380,0.366934673,83,28,86
1381,0.500904523,875,34,92
1382,0.455376884,996,25,74
1383,0.352738693,156,24,81
1384,0.305929648,230,22,68
1385,0.262914573,352,22,56
1386,0.361180905,909,26,65
1387,0.32201005,229,22,72
1388,0.272462312,38,28,66
1389,0.455879397,863,26,84
1390,0.471457286,710,23,94
1391,0.66120603,931,29,122
1392,0.565603015,728,25,117
1393,0.662688442,846,35,135
1394,0.628115578,266,36,151
1395,0.707914573,563,33,155
1396,0.888417085,797,34,179
1397,0.837286432,999,28,126
1398,0.846633166,977,31,148
1399,0.677763819,988,28,115
1400,0.651231156,990,30,109
1401,0.492462312,998,22,80
1402,0.427236181,696,29,86
1403,0.49758794,976,32,86
1404,0.414849246,656,32,83
1405,0.357562814,940,27,63
1406,0.313165829,935,23,56
1407,0.195351759,831,21,35
1408,0.369447236,954,25,64
1409,0.362211055,593,35,72
1410,0.404422111,999,28,52
1411,0.331030151,970,23,55
1412,0.372261307,701,32,72
1413,0.422512563,961,34,72
1414,0.527738693,996,34,86
1415,0.552537688,920,39,97
1416,0.770829146,999,37,89
1417,0.650025126,777,41,123
1418,0.882311558,999,38,122
1419,1.094849246,931,47,215
1420,0.940603015,141,54,242
1421,1.113341709,968,56,217
1422,0.889221106,367,56,203
1423,1.703492462,697,65,399
1424,1.376256281,988,49,265
1425,0.964824121,797,48,200
1426,0.859070352,29,51,253
1427,0.913668342,809,52,194
1428,0.906507538,727,51,189
1429,0.709447236,809,37,142
1430,1.101482412,995,50,181
1431,0.828115578,408,55,179
1432,0.431256281,286,36,94
1433,0.426507538,597,36,85
1434,0.512160804,563,37,104
1435,0.502286432,853,35,97
1436,0.421482412,94,30,105
1437,0.557160804,399,34,155
1438,0.590050251,956,30,154
1439,0.391331658,89,36,215
1440,0.503492462,786,29,231
1441,0.693442211,957,40,251
1442,0.672135678,422,34,243
1443,0.789547739,722,43,324
1444,0.878291457,348,36,262
1445,0.844623116,266,32,272
1446,1.006130653,551,40,266
1447,0.778668342,116,35,253
1448,0.884824121,229,40,228
1449,1.143316583,901,40,236
1450,1.12,786,34,232
1451,1.089422111,828,36,221
1452,1.070954774,999,31,176
1453,0.872135678,777,41,183
1454,0.556557789,106,32,143
1455,0.831934673,734,34,183
1456,0.827738693,802,34,184
1457,0.711457286,234,32,178
1458,0.667236181,730,32,138
1459,0.506909548,296,25,115
