Latin	occur	Inter	Moist	Al	Ca	Fe	K	P	Zn	N	Moist^2	Al^2	Ca^2	Fe^2	K^2	P^2	Zn^2	N^2
Guettarda ramuliflora (Rubiaceae)	4	-2.25052496948676	0.29769530406063	-0.126548404645005	-0.136432872614365	-0.19254492693511	-0.0130455003470082	-1.30766876525583	0.197199958946371	0.0818726327423861	-0.883350794051425	-0.230126702422586	-0.251777368594425	-0.0589293701037133	-0.0270560074971814	-0.30335857194739	-0.141398409092515	-0.0219827428317389
Gustavia dubia (Lecythidaceae)	4	-3.66765988069588	2.04143992804458	0.0461909631300471	0.00296118989388699	-0.0234495336380233	0.207644524346081	-1.32814713106898	0.159455511647842	0.0332854107303759	-0.510246664817815	-0.214333130920457	-0.223125074973393	-0.0966706864693482	-0.044457315101074	-0.12639988602689	-0.133953509773494	-0.0244850833544557
Gustavia fosteri (Lecythidaceae)	4	-2.16955186793576	1.26317665330479	0.101706411629251	-0.129410499018514	-0.136768200201907	-0.103126156048623	-0.331220176971113	0.150046655967521	0.0423015144771637	-0.882328299871111	-0.18010784799345	-0.169842749759431	-0.10617484053701	-0.0155003010914422	-0.304278414639136	-0.153474487964458	-0.0222279508166909
Gustavia superba (Lecythidaceae)	38	1.00366504690978	0.0992157100960825	0.165163704145712	0.163415971625487	-0.275764344426325	0.284045929722298	0.542726643313572	0.06917992888417	0.0507212693750431	-0.716964936838203	-0.180632392892367	-0.0349764033931659	-0.138879185891043	0.185167544021202	-0.0632898142123057	-0.217091540064491	-0.0427577406058035
Hamelia axillaris (Rubiaceae)	4	-2.26083539527816	0.293840613907517	0.0528113759420023	-0.105047587238827	-0.1715168426604	0.319560937850701	-0.0246832917969714	0.234385526529765	0.0877406624032696	-0.715525723473229	-0.209960724759853	-0.241915944216179	-0.0600098423558906	0.0187672741871508	-0.21878353146441	-0.103718444432198	-0.0179570182210274
Hamelia patens (Rubiaceae)	3	-2.4779239044511	0.274376839148629	0.1586473757724	0.0554364190105651	0.0675353195284416	0.325634785151546	0.179304593674537	0.122753808134481	0.0702436259364414	-0.75014322531342	-0.249638730635826	-0.183590495407132	-0.00173722303439572	-0.029873448859111	-0.373901858432364	-0.154893589822012	-0.0206641881828182
Hampea appendiculata (Malvaceae)	10	-2.2548231383116	1.7388544088116	0.0387702043754323	-0.00828841695739874	-0.244095898562647	0.149049229312332	-1.73350480774705	0.22202949542801	0.0662028436413978	-0.447670790194864	-0.166951806523869	-0.270024814844868	-0.133318298635934	-0.0459776118818319	-0.188261593064693	-0.173600052661202	-0.00747457951007027
Hasseltia floribunda (Salicaceae)	23	-0.383498422389193	-0.445821284263764	0.00167648057302437	-0.515297251595027	-0.152756561580752	0.64695869818606	0.748651497252026	0.161508788217347	0.0455993802267288	0.13452225472063	-0.21840664876311	-0.269408657530828	-0.0801502629609354	0.0749524556319823	-0.327086512598678	-0.178116719093074	-0.0283840220775768
Heisteria acuminata (Erythropalaceae)	35	1.07675860477462	1.34529608590635	-0.220191684163813	-0.124334383273404	-0.282772892809532	-0.122926501931158	0.00851094511300368	0.102207048444049	0.0175893479853543	-0.496764314993704	-0.141812029018775	-0.329129058321784	0.185751955754752	0.0100332075242378	-0.406136181860732	-0.103131936167738	0.0028434600350441
Heisteria costaricensis (Erythropalaceae)	4	-2.53679187382606	1.46545971583555	0.0316205985978574	-0.265686202436512	0.0294633846740244	-0.00364517386029318	-0.872372352980817	0.145740978854178	0.0595058826382649	-0.859655151468368	-0.24877629953812	-0.171017087448643	-0.01434544879916	0.00170830499284582	-0.248273174092839	-0.115962977371143	-0.0291774437220281
Heisteria concinna (Erythropalaceae)	37	1.72742142781734	0.783130948979079	-0.463981017978305	0.300359131032368	-0.278625216922012	0.308227905470684	0.126482044448894	0.0424176879985981	0.0245020213673261	-1.03776517949343	-0.146694771735452	-0.198308938366719	-0.0896261120883025	0.0303225090993447	-0.381933465120598	-0.245088280338503	-0.0272149888568506
Helicteres guazumifolia (Malvaceae)	3	-2.685284562096	-0.55724132171504	0.0301387126043056	0.131300407865019	0.00636607760242535	0.212332203273732	-0.651571577961359	0.193153407855507	0.0557023313144404	-0.682140104154637	-0.250313159779118	-0.210204520377969	-0.0686234687409021	-0.0315168705457394	-0.382434047381088	0.0546868585044797	-0.0249786752751457
Heliocarpus americanus (Malvaceae)	3	-3.01416049687796	-0.985956808615187	0.0123656197623494	-0.198977697110403	-0.0417855927305242	0.22415495555424	0.127458705691778	0.143887604731402	0.0544631852895636	-0.591499519696562	-0.18964845846532	-0.189967885440868	-0.104848383590559	0.0395375869448068	-0.0830909525610638	-0.11462763910079	-0.0209339345597091
Henriettella fascicularis (Melastomataceae)	9	-1.92467228703477	-1.38125648503502	0.138134087934131	-1.10722496523357	-0.191156224272005	0.0382450979056473	0.27536048005149	0.0797699575165735	0.0166208368948091	-0.530225699105488	-0.2553286128225	-0.130095624910637	-0.00458262733864193	0.0406265671504398	-0.310227842845982	-0.104810538601316	-0.029160282654725
Henriettea succosa (Melastomataceae)	12	-1.93647502968171	0.285891613466181	-0.0699246006896719	-1.12441571016898	0.117917368700498	-0.243437619619557	-1.16594302572013	0.0616676838218416	0.0358967223127251	-0.441332951256358	-0.186152613182461	-0.182556347617182	0.136664644075874	0.0300643874887523	-0.20588239758333	-0.113517669322552	-0.0229777869816141
Hernandia didymantha (Hernandiaceae)	4	-3.36123542257356	1.81552214170195	0.0703693870701909	-0.00181604194751998	-0.127491990997622	0.109180895252161	-1.4048729512634	0.18133847564426	0.0381305760491223	-0.648528160884147	-0.227223240795288	-0.247101377525225	-0.0506402770462663	-0.0570675780428563	-0.134690056999677	-0.100579789900983	-0.0224506705978744
Herrania nycterodendron (Malvaceae)	4	-2.97494867049135	1.45780567792251	0.0590614807487694	-0.858860674064202	-0.282881581325875	-0.215277790469191	-0.869338274333217	0.111293914928071	0.00572242630339993	-0.85205605056989	-0.16289476823109	-0.105239292916044	-0.0774794310529622	0.0571955501736597	-0.291941831930853	-0.154700372506183	-0.0172379007790849
Herrania purpurea (Malvaceae)	26	0.250931039363058	0.0115289684818816	-0.0149677168067508	-0.457009275134342	-0.130100068038194	0.600776144689714	0.502816592660572	0.142182307213989	0.0327666328863847	-0.617425204415217	-0.0893264783985019	-0.249602928942342	-0.17228744750518	0.178726727681695	-0.255107938130981	-0.185550736778141	-0.0351879148940283
Hirtella americana (Chrysobalanaceae)	35	1.00179049889052	-1.13655170337472	-0.35486516609732	-0.362070331094028	-0.0257350362478496	0.307730268870872	-0.52082663866367	0.238303133122297	0.0418504571067564	-0.932070299228851	-0.224610162631466	-0.209609237955065	0.0430822014284109	0.0807194665037299	-0.378980618006008	-0.0186936414780936	-0.0220449708638317
Hirtella guatemalensis (Chrysobalanaceae)	3	-3.64666432539907	2.10911169454718	-0.0834197450186156	-0.310566483605804	-0.0922068841536515	0.0341588742940347	-0.824975717887477	0.189721129774784	0.0451960261889316	-0.458446246124203	-0.240727522773837	-0.119769727626466	-0.148753675517691	0.00316662719107592	-0.296607243075007	-0.154179401417137	-0.0247314468910439
Hirtella latifolia (Chrysobalanaceae)	5	-3.49839123152686	1.89650721775555	0.0542421223833415	0.0072249822308181	-0.1273227912431	0.0760059980139662	-1.3467587180034	0.171932672926093	0.0535227463866233	-0.402014473069502	-0.229033148826455	-0.234158258815565	-0.0923978443901629	-0.0534421309546263	-0.120481882734626	-0.117169554307706	-0.0221227896331115
Hirtella racemosa (Chrysobalanaceae)	31	-0.31789147630073	-1.71779052903074	0.651678367151563	-0.415689915499107	-0.179003000723652	-0.174477951546249	-0.253010400122577	0.212151621482815	0.0178038548066754	-0.21779558898622	-0.231555102247426	0.0469429088484796	-0.0239061584073013	0.0898548980769295	-0.0435851490140143	0.00709781703997718	0.00403736704330661
Hirtella triandra (Chrysobalanaceae)	34	0.873399523849053	1.83448153810664	-0.419656019855073	-0.356465777124412	0.0285011330494392	-0.121019242323079	0.567255941714727	0.0641048742308368	0.0705570889413738	-0.554681688486251	-0.118989729387215	-0.145145896005217	0.0678528912476139	-0.000119663122224768	-0.230734872902238	-0.158794733894893	-0.00739406806946832
Hortia colombiana (Rutaceae)	6	-3.89453112886	0.856237473116012	0.0305914207058865	-0.770511944211851	-0.177722148557638	0.174963172088022	-1.25355130922994	0.0831828897390708	0.0366985489564124	0.108632642057149	-0.233138678601711	0.0116513134552627	0.0262241821667226	-0.0349547601650526	-0.0742900369350722	-0.117535166257072	-0.0216683517791974
Humiriastrum diguense (Humiriaceae)	9	-2.38102959693252	0.829672540792589	-0.0873535786961015	-0.628950464624329	-0.307742459935725	0.196103273647849	-1.97106273366253	0.151292310244314	0.0221641890352284	-0.606031287580642	-0.167792427795272	-0.0708147654146506	-0.0937959952471464	-0.0533879798155499	-0.0970677103025814	-0.17851356614019	-0.0135545548017347
Hura crepitans (Euphorbiaceae)	11	-1.53412291160313	0.676564260271618	0.0854178360196493	0.339322635187852	-0.117790049311133	0.0492578993992557	1.54773280458913	0.128180054710329	0.0450867785438698	-0.575174905150197	-0.209085117012435	-0.174911738887483	-0.0847978683321645	-0.012031353967785	-0.266768773416095	-0.164730062785738	-0.0245066294508955
Hybanthus prunifolius (Violaceae)	15	-0.176745251845282	0.339156985935456	-0.0706668447655594	0.00548658751768112	-0.182252776449489	0.347654453768275	0.0688371319894279	0.116536051642079	0.0469773706031157	-0.921759397171258	-0.218649369428442	-0.259832108939124	-0.147444177922576	0.114194510535144	-0.530990071810174	-0.154412723314508	-0.0310167716050573
Hieronyma alchorneoides (Euphorbiaceae)	26	0.818021321778686	2.30872690172426e-05	0.314942039559934	-0.360959758934332	-0.119077053520696	0.515667817493453	-0.221084838633036	0.0298006408215499	-0.00362969976901724	-0.85358843588311	-0.202310546227399	-0.278188318001851	-0.116968390619662	0.0634165129845996	-0.471290507574264	-0.150329398985945	-0.0105145873327604
Hymenaea courbaril (Fabaceae-caesalpinioideae)	17	-0.884705167014816	-1.695703463168	-0.17490098001281	-0.371370229002633	-0.0462385566122867	-0.400930439574097	-0.0912016647992041	0.0824537451591251	0.0522751145132985	-0.640716602859417	-0.170253518795621	-0.0861361395657927	0.135223693198716	-0.044648033737572	-0.463472571254416	-0.12076203917875	-0.0320187514566689
Inga cocleensis (Fabaceae-mimosoideae)	22	0.416388105324086	1.58383102374423	-0.393977301993047	-0.269495166573493	-0.0981855042712704	-0.329919790853184	0.232324155987444	0.13170505435146	0.0637282210067774	-1.09897968621062	-0.150896900237112	-0.218430634632008	-0.0263752735843381	0.0171226260154144	-0.136035879857458	-0.226046787082379	-0.0457285452933868
Inga dwyeri (Fabaceae-mimosoideae)	3	-3.87533444507389	1.91540673500313	-0.00103168658789241	0.0627074561455449	-0.137799530516322	0.234492768203185	-1.12883067253015	0.176693364921182	0.0382574193815074	-0.415945829556163	-0.222949518996358	-0.202675126892875	-0.119722211639678	-0.0323117001101963	-0.147759931488714	-0.130878866314768	-0.020307341093771
Inga laurina (Fabaceae-mimosoideae)	24	0.119488161090002	-0.39941250663857	-0.139012305370254	-0.369670678592267	0.252782852425659	0.213583900684432	0.374327577466028	0.124370401781094	-0.0104894323796343	-0.651787028531997	-0.131095485065846	-0.18768724567443	-0.0182582992737285	-0.0021117734441983	-0.263883563541516	-0.089819553411843	-0.0133179779062356
Inga goldmanii (Fabaceae-mimosoideae)	10	-0.940823137947249	1.62084358533221	0.233778120217361	-0.210208805050628	-0.0796147413283806	0.0239260409714031	-0.252178990478063	0.162340496537156	0.0949662841295646	-1.00055088039326	-0.175122041849623	-0.153329456838617	-0.167392749803545	0.0418769991860348	-0.427657864650129	-0.121494381053654	-0.020833523295299
Inga jefensis (Fabaceae-mimosoideae)	3	-3.47160536673843	1.51488413973123	-0.0247200675252448	-0.328270130754206	-0.297369887202294	0.00583532440454895	-1.32649660217623	0.173729429894435	0.0349381248679292	-0.732967564712596	-0.244236011252583	-0.177916094356841	-0.0800370948662711	0.00505437111848396	-0.118172077882196	-0.10557059410083	-0.0186379458893772
Inga mucuna (Fabaceae-mimosoideae)	5	-2.26767513275378	0.0840807384169285	0.367261466423394	0.0215552541633848	-0.162964046372914	0.410480341699259	-0.159500071184263	0.175248874631857	0.0554583517379213	-0.142752370120087	-0.213373197904395	-0.233005884217608	-0.101104428627585	0.0132887164059361	-0.260694074937643	-0.108315672897016	-0.0245700615616313
Inga multijuga (Fabaceae-mimosoideae)	11	-1.45811866233534	0.294171908619547	0.612613172580953	-0.224728574329147	0.00453327912492672	0.0434314688519271	-1.00141590781254	0.12251929633006	0.00550885906812697	-0.101446709966124	-0.138842511270867	-0.316578620324592	-0.118267229386648	-0.0298766875771381	-0.37827550375076	-0.147069283318426	0.0196606299464184
Inga marginata (Fabaceae-mimosoideae)	7	-2.03824574294285	2.15025491453525	0.0668189943572224	0.173761810482925	-0.171924559301912	0.150573488673164	1.09951737556035	0.21056039113159	0.0809482094949014	-0.858890372695933	-0.236903478815215	-0.157182280815153	-0.0709812071794057	-0.0344246043100197	-0.377731414796826	-0.0888444520219073	-0.0314012979020404
Inga pezizifera (Fabaceae-mimosoideae)	34	1.08242989161959	1.27751869863684	-0.337009722625404	-0.407584458641695	-0.652489137692644	-0.224729627414828	-1.39521168580067	0.0704310027553453	0.0427210909120794	-0.609827287079702	-0.182752745298512	-0.235898872700923	-0.0439264983724001	-0.0498472533804731	-0.273255305758905	-0.200829209407496	0.0134711116895801
Inga punctata (Fabaceae-mimosoideae)	11	-1.29172612064989	0.417747465830603	0.177680812617292	-0.295705793467801	0.00797005343443277	0.162569547077819	0.877587440464109	0.27300224069533	0.0691735243264034	-0.556089908643416	-0.273620737228196	-0.0357066196283596	0.0393078971842102	-0.0658762665655489	-0.349356385664332	0.10471938617905	-0.0339916989116648
Inga nobilis (Fabaceae-mimosoideae)	29	0.670368058507862	0.793152509612684	0.174378297558131	-0.228489061723441	-0.184073220853033	0.56663589019474	0.851248011017471	0.107746061743949	0.0315655258990713	-0.450025760461223	-0.0592362001636286	-0.302066995376846	-0.118066970563478	0.0432923995746412	-0.46965062535231	-0.165040726006246	-0.02181503205334
Inga ruiziana (Fabaceae-mimosoideae)	5	-2.68348174783199	-0.855819819133243	0.183137968123698	0.0122715377283925	-0.225173055639164	0.392927543418484	0.677267175837798	0.161596548489951	0.0639512795781065	-0.545692754027146	-0.24624678928822	-0.202240047934227	0.0692341603601089	0.0410133370638294	-0.254355290196666	-0.122335024379596	-0.0203491478549282
Inga sapindoides (Fabaceae-mimosoideae)	26	-0.242860804320209	0.0997900795802402	0.0952228020050367	-0.150703191128505	0.132015620004632	0.379719077162327	1.0622893609469	0.182174130591879	0.0284905897271939	0.0420562488338405	-0.233190567331587	-0.173933803985218	-0.192074190722836	0.170315899236795	-0.167029379362321	-0.171939259073568	-0.0332534124143882
Inga sertulifera (Fabaceae-mimosoideae)	12	-1.2284867503362	1.86502835800135	0.276934119497619	-0.82957028917665	0.0566968419948876	-0.0989067954439102	-0.0844972997950552	0.0950334965869972	-0.0166721205561452	-0.576398032594205	-0.146124067264811	-0.0659178810025795	-0.0947375172290115	-0.0111932106003414	-0.490678141222523	-0.136370828702516	0.00311204336784977
Inga spectabilis (Fabaceae-mimosoideae)	8	-1.36487497441882	0.414216572511629	-0.0739157993536897	-0.399038163955132	-0.00553357495204139	0.273112740589388	-0.355640100314615	0.167947440590834	0.0384127215259603	-0.697920748485911	-0.0135915830450947	-0.220908063153189	-0.0899558457449825	0.12209213203246	-0.397652343493653	-0.175656202106645	-0.0155823342203067
Inga thibaudiana (Fabaceae-mimosoideae)	10	-1.29091484609325	2.00276924321991	0.0575694934140725	-0.400848420994815	-0.00956093536585188	-0.0891463037612421	-0.658601047058382	0.173199882469167	0.0866395888202667	-0.823427431168057	-0.22230273899851	-0.210203086249481	-0.065848453613497	-0.00112655020687418	-0.401451160160428	-0.172947978839326	-0.0208120705238839
Inga umbellifera (Fabaceae-mimosoideae)	10	-1.48986699935722	1.94305527802154	0.200625300511188	-0.110132167154177	-0.0954064513016148	0.451119675304111	-0.497664890502945	0.17422342954699	0.0852083074322206	-0.521378824547665	-0.276563729475505	-0.180849901529134	-0.124692392177997	0.0448431922451403	-0.473359963278368	-0.102512776613287	-0.0255096147954718
