Latin	occur	Inter	Moist	Al	Ca	Fe	K	P	Zn	N	Moist^2	Al^2	Ca^2	Fe^2	K^2	P^2	Zn^2	N^2
Coussarea curvigemmia (Rubiaceae)	20	-0.843133888286313	-0.245523458016577	-0.0890054292951664	0.00751210781163469	-0.44079633139804	0.747789986860981	0.549359497529209	0.0932051833408515	0.0252209242384295	-0.636966855183577	-0.118374049364457	0.162902424808904	-0.0403250597187673	0.113201127024189	-0.317296158016325	-0.168529632532672	-0.0130171384573438
Coussarea latifolia (Rubiaceae)	3	-4.05096915902536	2.06625639079112	0.0145251517241449	-0.140692350043766	-0.130926033929621	0.196108161905332	-0.501871403602508	0.1373762320495	0.0541727349955769	-0.0847226067181739	-0.216229247335089	-0.206754344786214	-0.155956183845701	-0.0312147713331064	-0.360277955980997	-0.135543002597326	-0.0233430571602531
Couratari guianensis (Lecythidaceae)	14	-1.04807157810381	0.976125076645693	-0.282673627284112	-0.877515429091233	-0.0130621483420539	-0.359306944118851	-1.35257354060253	0.120861056684234	0.0614171338629669	-1.01777973426037	-0.260754980943618	-0.127529633167591	-0.00302863589143227	-0.00676481454165946	-0.18607169198985	-0.129942202059636	-0.0336601739157945
Coutarea hexandra (Rubiaceae)	7	-1.84403265581384	-0.894459851696266	0.201604965967619	-0.906684713417966	-0.18958179611398	0.262998407913739	-0.264937332551154	0.0842033636708866	0.101509688930046	-0.604049793659246	-0.203899402296999	-0.129203251442821	0.000375492674907888	0.00408134364188133	-0.429594773740684	-0.164782639254739	-0.0177682155395145
Crateva tapia (Capparaceae)	3	-3.18324595474988	0.012924837628507	0.0363536628039088	0.469194545784785	-0.224891334405388	0.0804911050552034	0.785101111588733	0.106379704454552	0.0550971409351601	-0.688816115066591	-0.229514364563867	-0.00751481170124964	-0.0718144020781655	0.04261717307867	-0.187903416438292	-0.153274447682715	-0.0191498361947159
Cremastosperma panamense (Annonaceae)	6	-3.01174006019362	1.99459443128232	0.2400727964557	-0.68731556741861	0.101171150568071	-0.184913821074713	-1.29325762665359	0.16372664082161	0.0335851599590641	-0.982854171170097	-0.176131292659781	-0.154177637363479	-0.0279969658380509	0.02567910791325	-0.184931166769366	-0.0793573139184786	-0.0199542013707831
Crossopetalum parviflorum (Celastraceae)	13	-0.712020052383746	1.42063232135083	0.108106946551618	-0.420297561659147	-0.210268549570251	-0.184028791327368	-0.351137982996575	0.150908277063006	0.0222551595532402	-0.725415057369404	-0.155314953019791	-0.223771435954536	-0.148903393452383	-0.0419276649566505	-0.371659225852875	-0.141621449768369	0.00791719816152314
Croton billbergianus (Euphorbiaceae)	25	0.368732689389183	0.448162380345172	-0.370309270213453	-0.0326964417164789	-0.0888760236701379	0.297459107162953	0.0220562891016589	0.155816248622185	0.0553340563865206	-0.858436163093933	-0.131056977491968	-0.156014598278507	-0.0515764687035365	0.103706037279772	-0.280274463696507	-0.111879490578056	-0.0409212478823097
Croton draco (Euphorbiaceae)	3	-3.27308362155761	-0.92024523631607	-0.0604663008158154	-0.525236592360891	0.0914186058049813	0.245050056013118	0.637403721450478	0.155203919363384	0.0606997153474694	-0.607531715730756	-0.201851267244304	0.00285972358465241	-0.0150034421763527	0.021606186729892	-0.173860627348187	-0.107248908403858	-0.0192324206831918
Cryosophila warscewiczii (Arecaceae)	15	-1.88577354974845	-2.03412799074795	-0.268744887557895	0.358085119496682	-0.111619314621498	0.435378151495437	0.549243015558415	-0.00405845709136482	0.0464066513907502	-0.603195049534831	-0.230349605963929	-0.171012596355805	0.00363596321512931	0.0415802775597212	0.0253109629246011	-0.183983797579307	-0.0217921024757174
Cupania cinerea (Sapindaceae)	11	-1.76685160619388	-1.89499187379205	0.47787894410914	-0.0220237943459061	0.0866463211283078	0.161887985832444	-0.504084010898761	0.309436422866953	0.0813231533924404	-0.448270336136532	-0.201692326226437	-0.124862086897702	-0.000158067713450311	-0.10947604098344	-0.437097272006529	0.0241403786431385	-0.0188776850585096
Cupania latifolia (Sapindaceae)	16	-1.01789426153393	0.145155405039339	-0.204200601201473	0.239684882750213	-0.323156198012204	0.0741165087311321	0.797163778625761	0.198500479969256	0.101397070185287	-0.582106536114995	-0.158686255887818	-0.211640396440101	0.0434912588039957	0.0366041953145445	-0.237713931752639	0.00374421623067548	-0.0401617363171445
Cupania rufescens (Sapindaceae)	27	0.100595069211233	-1.73404403236109	0.278592058956565	-0.79907996040718	-0.304873800267115	0.21431360704033	0.287438114508254	0.160086060088889	0.0944414709506912	-0.628008990435996	-0.204319883237161	-0.312898610643843	0.0170882930615176	-0.00643220727053588	-0.36563493552427	0.0165068058601839	-0.0416778499350255
Cupania scrobiculata (Sapindaceae)	28	0.228824846412564	0.851923114445871	-0.0619082806518427	-1.15603928614012	-0.0272570958158342	-0.0616133625057791	-0.437872434942317	-0.0170479007530373	-0.0325990354932256	-0.628485884418406	-0.129898794426765	-0.0721135485249213	-0.0772771287516139	0.0808931522442956	-0.11089850766915	-0.113246753743759	-0.00488781432979504
Cupania seemannii (Sapindaceae)	31	0.772734476449816	-0.905745153782158	-0.00942121580833547	-0.365717972736214	0.0384247466175988	0.373881294813238	0.0187713206279931	0.0991899941796517	-0.0213993832443588	-0.629967324443002	-0.10890483932522	-0.367091682321374	-0.184849128267973	0.129733747536332	-0.260691835771578	-0.258158558858619	-0.00442210578920196
Cymbopetalum lanugipetalum (Annonaceae)	5	-2.62116727168549	2.1190312997818	0.314897933156898	-0.076045563670729	-0.274810719074109	-0.00183601385138202	-0.180163676153956	0.179423136147798	0.0332642623999701	-0.784558638548634	-0.189849834625448	-0.152117907851507	-0.0919420110163972	-0.033779867856192	-0.107965725076438	-0.11261097362666	-0.0183137341806216
Dalbergia retusa (Fabaceae-papilionoideae)	7	-2.66432589732286	-1.89841993828084	0.132314158892559	0.548240645878947	-0.0962761293405429	0.155342751311461	0.451349220201168	0.193578727684485	0.0242759068038758	-0.48924754665606	-0.304384523883952	-0.170039322125531	0.0401633615694434	0.00227314665045935	-0.36546512249421	-0.0907725908873306	-0.0241471137766214
Dendropanax arboreus (Araliaceae)	39	0.630305626811248	0.775477869335613	-0.305166176206831	0.110730583826803	-0.305059695494894	0.448277874743799	-0.817141712479509	0.27583478027128	0.0374857654810948	-0.661034008737256	-0.0119272193071583	-0.197601648682481	-0.0388744058292558	0.089895487978114	0.281699784370384	-0.0191083956565191	0.0171559731200205
Desmopsis panamensis (Annonaceae)	28	1.31062211348566	2.19814032727219	-0.163104661057417	0.00775705176388616	-0.386598219644827	-0.00516351330381886	-0.296253696952208	0.156564168694599	0.0267542812993805	-1.39869386436643	-0.153849743102523	-0.2782866278409	-0.0829070998274624	-0.0660610286790488	-0.451634829713309	-0.108475883349257	0.00830346295990828
Dialium guianense (Fabaceae-caesalpinioideae)	4	-2.55339594280832	0.019240888878902	0.171173569499744	-0.648093238712658	-0.1058372304528	0.333849008721889	-1.0997295725541	0.140747417283678	0.0352005896575243	-0.862769471287609	-0.225631408028205	-0.00272102607996139	-0.125906693587254	-0.0121353998165352	-0.286257979543879	-0.152046416995907	-0.02231060809964
Dichapetalum axillare (Dichapetalaceae)	4	-4.04932310944548	2.28920551886395	0.0196936352859803	-0.0540165387311603	-0.116220156149257	0.164227666381909	-0.551265084053721	0.16708175906678	0.0529927443001953	-0.0149699523507601	-0.218568468545243	-0.19916983425952	-0.175179472601041	-0.0362070440036462	-0.374521227279699	-0.152878102297916	-0.0242055220574923
Diospyros artanthifolia (Ebenaceae)	18	-0.139944314077933	0.45941636302369	0.320806222230273	-0.350654583199354	-0.416743419259581	0.152227071221171	-1.14233928987462	0.0844659508531527	0.0396288356841253	-1.10974577703791	-0.211956009567921	-0.0979554362117248	-0.0342858875336383	-0.0503187706119127	-0.309131312761598	-0.156941558546568	0.0103087010288019
Dipteryx oleifera (Fabaceae-papilionoideae)	11	-0.694908908480034	0.823593111843491	-0.039032286454024	-0.337113545760269	-0.00442178363265785	0.218427453670279	-0.606169724865686	0.158696551141024	0.0519954219854921	-0.995200661651769	-0.284629720292473	-0.178472805693627	-0.0616685509914931	0.0191671958102682	-0.311098065282315	-0.145284622771244	-3.45622159560377e-05
Discophora guianensis (Stemonuraceae)	6	-2.63603463782743	1.96851694330781	0.229836824746287	-0.350164496082592	-0.202289533287421	-0.192695724852439	-1.00024091734357	0.0884404292626631	0.0271698762331099	-0.882723095922362	-0.196564674156075	-0.180522482481989	-0.1441004354243	0.0199184532747354	-0.0902809469708114	-0.166646168498417	-0.0155092146481738
Drypetes standleyi (Putranjivaceae)	9	-1.15440467456724	1.53575812526814	-0.0703849850648424	0.0918407871770887	-0.0320218826258265	0.322947641156061	0.0204069034280888	0.195198805835906	0.084812723087518	-0.970403022289914	-0.240348686469406	-0.204523261257703	-0.0272763624394596	-0.0174088334289232	-0.337179398224651	-0.107867201490149	-0.029782194181795
Duguetia confusa (Annonaceae)	7	-3.70229608186237	2.69193896417047	-0.0212969475303714	-0.234788530467809	-0.11800763966055	0.120533943987776	-1.33147444986305	0.137993825695999	0.0404409825300486	-0.255289710092533	-0.239242105734124	-0.180860424135094	-0.190579761029692	-0.0349395523932982	-0.189481379407536	-0.158509256076574	-0.0232667100196093
Dussia atropurpurea (Fabaceae-papilionoideae)	7	-3.00852356378341	2.72986016862125	0.179677033615081	-0.0984618759433197	-0.15260884308095	-0.0943039812381223	-0.489544668325041	0.130351177501225	0.0546059108545987	-0.255590441102308	-0.192927200531474	-0.192789591254818	-0.193936271440254	-0.0289826605273649	-0.45498183031984	-0.170563383421342	-0.0180023316936777
Ecclinusa lanceolata (Sapotaceae)	3	-3.93150431547269	1.51598549106134	-0.0855228896900998	-0.580605875375079	0.0987589435966849	-0.102560174512047	-0.869691255109696	0.123728705574436	0.0434543150287906	-0.50042316185563	-0.231001757886917	-0.13920088549156	0.153161129694804	0.055161232478839	-0.150682181026626	-0.13554932780201	-0.0255525295992297
Elaeis oleifera (Arecaceae)	10	-1.83222087538041	-0.248635149584564	-0.215772530245681	0.221856992612016	-0.092246102125322	0.388117655004705	0.838209161379701	0.149547935606414	0.0271237543639621	-0.622246102805778	-0.0463146851500481	-0.175811087814179	0.0568204673710631	-0.0207130549857781	-0.331625320366242	-0.0685602905437384	-0.0263181924382672
Enterolobium cyclocarpum (Fabaceae-mimosoideae)	5	-2.60590578619901	-1.1133759541083	-0.225171570384421	0.110306163792348	-0.147476655554997	0.064119902000112	-0.0681277425822157	0.277916655864749	0.0390586670694385	-0.62644476154999	-0.184369927316791	-0.220812259295528	-0.107794914113456	0.0101306695005271	-0.268577483008543	0.121922847240323	-0.0265812899069979
Enterolobium schomburgkii (Fabaceae-mimosoideae)	22	-0.558303275081844	-2.04762827592107	0.594513208503777	-1.25056636050036	-0.100188535996779	0.182133705287424	-0.17223841262387	0.133377277317045	0.0756511070634094	-0.521096770998507	-0.255905255350063	-0.100761831550287	-0.106904764389305	-0.00930675470755715	-0.382949155786573	-0.0224690575291148	-0.0282221447897042
Erisma blancoa (Vochysiaceae)	7	-2.67285379431203	1.41027384796741	-0.324783392369435	-0.443824324572008	-0.220409396727699	0.0517542303083666	-1.6906380774647	0.0874040284686632	0.0453103602942158	-0.684607817986196	-0.215185418180963	-0.156052566075498	-0.0082671807754775	-0.0185662890261835	-0.135839548144204	-0.0894576544782685	-0.0264785769864397
Erythrina costaricensis (Fabaceae-papilionoideae)	15	-0.701697761713537	1.77317681688054	-0.0273342360809796	-0.143821878297654	-0.0508636478868481	0.167573609431073	-0.696337709870914	0.253713248191102	0.0755870656497971	-0.889410960707705	-0.122838715653282	-0.106618608455072	-0.20287664445651	0.163545639483244	-0.295705873615062	-0.138284270827647	-0.0261151021469466
Erythroxylum citrifolium (Erythroxylaceae)	12	-1.40148118461013	0.564027145489125	0.134862949319623	-0.714639445591356	0.0867442997102027	-0.0846956749491256	-1.45559681858202	0.0601153538580255	0.040859834305759	-0.93469974490083	-0.204078268860956	-0.0835392495904017	0.0212495138005134	-0.00831080699356755	-0.227778836427222	-0.144477390923138	-0.0235510630889327
Erythroxylum macrophyllum (Erythroxylaceae)	27	0.44903392356011	-0.319394316422742	-0.0172201790380504	-0.481153242206947	0.152351588247279	-0.441387010279865	-0.380497784353201	0.109176181626933	0.0568420379997576	-0.287316016862443	-0.130033292500948	-0.383896630241328	0.14202670221384	0.00650189393324652	-0.472491959511499	-0.202712205080487	-0.00716569458202061
Erythroxylum panamense (Erythroxylaceae)	17	-0.707493522684985	-0.282310555582041	0.246687548695082	0.0463675491611144	0.0760841894140146	0.0973033837134172	0.860666565150095	0.134429758817128	0.0773852614897935	-0.61090286206371	-0.154853430560006	-0.0224095934532794	-0.120305114092426	0.0316569738444558	-0.19815881375091	-0.209479243606565	-0.02800064402784
Eschweilera calyculata (Lecythidaceae)	3	-3.23589868879639	1.1661279228321	0.0100157144118456	-0.0728408788031903	0.103532615893868	0.0428865443203412	-0.449854571158132	0.141245373662567	0.0666741160186294	-0.453464100846482	-0.236639771553999	-0.183481982090577	0.222264633864158	0.0114697104253139	-0.286515088296973	-0.0756247140553557	-0.0264174369072186
Eschweilera jacquelyniae (Lecythidaceae)	4	-3.6716941796563	2.05933369502859	0.0178229804848009	1.36633802367797e-05	-0.0121302248416901	0.204976201499555	-1.38531606975026	0.165646479131208	0.0309376987785792	-0.533941170112996	-0.227059749903234	-0.228916977467903	-0.101898707282617	-0.0499645412336295	-0.120754566993466	-0.126522798354908	-0.0215410072700963
Eschweilera pittieri (Lecythidaceae)	10	-2.31239913480048	1.01151725304439	-0.0506938263567528	-0.396156978002513	-0.1132025075015	0.0157664983678193	-2.06683246418674	0.230461543944853	0.0692776567519694	-0.501790718668412	-0.296793902577533	-0.0536770883160411	-0.16233741335602	-0.0309811298269915	-0.0829031269394994	-0.154653832901807	-0.0260616564831396
Eugenia coloradoensis (Myrtaceae)	23	0.108032847292059	1.0488201265656	0.276709808164086	-0.272065420150014	0.0995991918867871	0.379233462497694	0.540626523452157	0.212407385552747	-0.000985258893385006	-0.834721607066455	-0.0805575381839068	0.0017839877871553	-0.0681341891867578	0.033165466493828	-0.522982198707889	0.119388705261666	-0.00730065859451851
Eugenia cricamolensis (Myrtaceae)	6	-3.00356207771567	1.07625510273349	-0.0137681888483548	-0.668286904196989	-0.298377357699741	0.0730610978287386	-1.59728658504976	0.199255628697205	0.0347614481146331	-0.504595179921782	-0.265686235629162	0.0174263749104232	-0.148003419170718	-0.0250522817950601	-0.113444931248587	-0.122572767897915	-0.0233674545004679
Eugenia galalonensis (Myrtaceae)	11	-1.07153158151462	1.34238363997327	0.0497087855154657	-0.494755323055751	-0.100082816713304	0.412732501638795	0.98451459307745	0.216333879925819	-0.00700790868808208	-0.770265245845989	-0.264661807819769	0.0134161024362548	0.0254992979936513	-0.0392207626257404	-0.552573756870807	-0.093002991847732	0.0216173378367508
Eugenia nesiotica (Myrtaceae)	12	-1.26860262052192	-0.853097218084485	0.307011689213425	-0.324536538113291	-0.158073389879642	0.242817483092676	0.601526857717469	0.137366006387695	0.056219955674966	-0.547289393262433	-0.120499547502475	-0.172986832312538	-0.139388547550642	0.106842310220639	-0.361903464851979	-0.144961906260393	-0.0246220689649203
Eugenia oerstediana (Myrtaceae)	19	-0.454308160437585	0.409691556524963	-0.0740788987000181	-0.181416663053926	-0.22458504821315	0.486034313422857	0.0790013377710233	0.195465574616111	0.045346208268643	-0.370871661384616	-0.165685299135499	-0.358425566854482	-0.136762436055949	0.104987142962808	-0.0562513654981199	-0.113223155128056	-0.0126017618612395
Eugenia principium (Myrtaceae)	5	-2.42266997807293	0.618588795698495	0.10124608039573	0.0928439249626986	-0.320599207092178	-0.465018186764741	0.645395965745309	0.175699437161858	0.0112096667291189	-0.685718589798995	-0.237353766918157	0.020184246852106	-0.054861546435576	-0.012495101853692	-0.0591596743231564	-0.0993490266888758	0.0110237582772112
Eugenia venezuelensis (Myrtaceae)	11	-2.07072336077377	-1.97694934981981	0.0795968456790455	0.202706036391016	0.0205393219223058	0.170805197454877	-0.180199640215939	0.14545437067874	0.0449200324117314	-0.520781530939113	-0.233057096974457	-0.0462564317993987	0.125210740868604	0.0316312760029164	-0.356566651368226	0.0735038116366231	-0.0241108772985498
Euterpe precatoria (Arecaceae)	6	-3.6255744054595	1.98499143718413	0.0332027080428565	-0.476528705365779	0.030963186982367	-0.121597810595146	-1.22779177175996	0.134299604596953	0.0106687135807792	-0.504454683144436	-0.206180930121674	-0.154789929395205	0.0852074025079335	0.0423433694409771	-0.102956315262451	-0.156244013786793	-0.0129011507448579
Exostema mexicanum (Rubiaceae)	3	-3.42557522745109	-0.635265728025426	0.0485938619025573	0.47940611493312	-0.239832741925243	-0.12417182663059	1.04219457467839	0.0932946962930157	0.0669144366338219	-0.655007389368569	-0.251882690960395	-0.0180062779712327	-0.0631528851250623	-0.0887666524006203	-0.0400319652762301	-0.15440187851013	-0.0184458735156948
Faramea luteovirens (Rubiaceae)	14	-0.670077531606587	1.25365871473898	0.114470622118071	-0.325260743753416	-0.148347952670812	-0.258955813891504	0.230021691709835	0.137983105154789	0.0320067904593829	-0.996266147152672	-0.148823171953734	-0.189292006618838	-0.061277538590309	0.0856102780714557	-0.109908741539321	-0.118682479938229	0.00496437413214458
Faramea occidentalis (Rubiaceae)	45	1.57044950065085	-0.221276603886741	-0.0532836996335184	-0.407745131847035	-0.283911921179847	0.610498452712909	0.393339029286985	0.0569507828126373	0.011907179030642	-0.243768687327103	0.0261008557624464	-0.271425819578106	-0.21339011740404	0.121565887933135	-0.483500047845089	-0.0868698711074101	-0.0357965652841489
Ficus bullenei (Moraceae)	4	-2.49354400214807	0.867215625303877	0.105843876722911	-0.788752263943382	-0.323628358299142	0.117201032690475	-0.65143995254854	0.131475656813237	0.0450123669257421	-0.813999666796516	-0.184406321837762	-0.055017492802704	-0.0291175313009769	-0.022458537636365	-0.349551629776774	-0.157172417811821	-0.012092398277754
Ficus citrifolia (Moraceae)	5	-2.13251518484067	0.498847944097131	0.200096593135676	0.109814764142966	-0.290063315565903	-0.114045394242372	0.324607608816863	0.105882864292093	0.0286636903708681	-0.671278797027944	-0.177461906300441	-0.0377820810310173	-0.065860708492712	-0.0512320317122676	-0.238976344607146	-0.179916132852238	0.0146171796510093
Ficus insipida (Moraceae)	24	-0.0657799407534055	0.0449077684204645	0.280846159320617	-0.144953059837754	0.042284458556432	0.600268516443572	0.517268563568866	0.148754571796621	-0.0187645261422416	-0.731695899171508	-0.187988855174977	-0.0140728308877331	0.0138497235094142	0.0829082784611833	-0.247355296517353	-0.0802154239800972	-0.0126628589134144
Ficus maxima (Moraceae)	9	-1.05616729555026	0.517557449311473	0.141926687136866	-0.359292650959742	-0.128377587745968	-0.0826639807712472	-0.676340962035883	0.187053445266455	0.0508823006381926	-0.86736705700244	-0.174776599016954	-0.213126380085749	-0.148074504610375	-0.0100229894479745	-0.436589972978913	-0.0685338671984112	-0.0149273993615272
Ficus obtusifolia (Moraceae)	6	-1.95478794368677	-0.306746022482749	0.215648123961602	-0.0400840335897839	0.113213486080255	0.196650600469073	0.130236128388629	0.0917524754168685	0.0929826544715937	-0.766671149655921	-0.281246836557189	0.0413731363355956	0.0267581096372803	0.0183053776203423	-0.18557914321196	-0.126699158245186	-0.0189998260848607
Ficus apollinaris (Moraceae)	4	-3.11514053178228	1.14272080074373	-0.242213732502318	-0.0601835651571672	-0.124422381131297	0.194386735026445	-1.30541458269406	0.167975805605826	0.079370941611898	-0.222954600723838	-0.215055634128248	-0.209291220094342	-0.125792833166877	-0.0384737858151353	-0.267480918823129	-0.177342099320022	-0.0210994090280949
Ficus popenoei (Moraceae)	4	-2.14451445549782	0.581774440583504	0.305710641115987	-0.375362966291049	-0.0256452347214062	0.367789547003671	-0.462551363473093	0.114877346471977	0.0604202454760868	-0.857414907876067	-0.209244794086522	-0.106266789046486	-0.0529110014519387	-0.0193549459188591	-0.342939888425705	-0.156062891251652	-0.0180290990073541
Ficus tonduzii (Moraceae)	11	-1.09043918012816	1.24894023982208	-0.0494833465441457	-0.211318734001953	-0.204786388592979	0.250927249650215	-0.231756415565657	0.0780273896231763	-0.0189289526760487	-0.686025659238826	-0.108583432109395	-0.181021494586488	-0.155471128550729	0.0157149041778359	-0.169931143319009	-0.19383904265209	0.00547889401646318
Ficus aurea (Moraceae)	4	-2.59878693675497	0.405581436217641	0.0961223785818394	0.229350789210003	-0.151544107363124	0.232121314960797	0.838204782868165	0.145332507352522	0.0754122756343408	-0.575838553409271	-0.247990240246457	-0.107837714891813	-0.040874308047763	-0.0311166119231345	-0.248661071397534	-0.183481961988456	-0.0160463453251109
Ficus yoponensis (Moraceae)	6	-1.79549630069537	1.39239359679281	0.303976059082423	0.0441642282145239	-0.225010180863278	0.262632215208045	0.319269911030662	0.142437625150784	0.0918473492023218	-0.768875060875898	-0.215938048064304	-0.206805923931091	-0.0852350377112504	-0.050096809408197	-0.324298980145777	-0.172038022352973	-0.0209241877478189
Fissicalyx fendleri (Fabaceae-papilionoideae)	13	-2.34224661380672	-2.64298248908714	0.219145127852945	-0.60300729293672	0.0287666921017221	0.600659651939772	0.911712703201974	0.128405797185655	0.0285058924179646	-0.352028335083446	-0.215658807735627	-0.261422382274945	-0.121350941915711	0.118262873591674	-0.202728262480787	-0.180839390100167	-0.0252850346987873
Garcinia intermedia (Clusiaceae)	12	-0.986468748502875	0.661787093854619	0.0265886618403055	0.51673335640124	-0.244335197862114	0.491730508723325	-0.00184178008327431	0.152386413120243	0.0907773610931842	-0.511973130822024	-0.262324393610144	-0.124897335073309	-0.114396174448799	-0.0751910108396098	-0.25614378815775	-0.170251164853579	-0.0267826317962793
Garcinia madruno (Clusiaceae)	27	0.586919215072129	1.55888899280237	-0.0871031014151608	-0.447738454686608	-0.335551102559137	0.362424542266889	-1.05251989170761	0.0964374645094787	0.06259518705831	-0.742992726720678	-0.19998520550075	-0.0962618501945654	-0.199359628862111	-0.0108493121756881	-0.294940975021822	-0.194626389376878	-0.0369279745191405
Genipa americana (Rubiaceae)	14	-1.22442690480668	-0.262998107883358	0.113486435398572	0.242022730545674	0.166230537012212	0.0146253223274096	0.424499091688804	0.219854262102278	0.0591196845226147	-0.13799469038061	-0.197688939933291	-0.0276279562826186	-0.0323906369865693	-0.0466087455340146	-0.339548307581234	0.0625116977875733	-0.0314523635714862
Geonoma congesta (Arecaceae)	13	-1.61111151623464	1.66884417641934	-0.067091267073766	-0.78232626843061	-0.274031803138291	-0.196253981804748	-1.45257491487115	0.166325261816904	0.0335520566927393	-0.803032782050044	-0.208101108644011	-0.0815247100468474	-0.101675240277121	-0.023311557172345	-0.132582986571418	-0.196502899191627	-0.0254927608102321
Geonoma cuneata (Arecaceae)	15	-0.994590565944492	0.656140781752204	-0.398659097721513	0.0964724585362777	0.0680914229554791	-0.209201475587072	-1.0114826690766	0.0314626238224915	0.0403670635310666	-0.392496430621734	-0.0820417476435562	-0.285743477404484	0.129126434073389	0.029801866998383	-0.152418073641252	-0.194591252307732	-0.0212352945329926
Geonoma deversa (Arecaceae)	6	-1.9919326682561	0.0900770578406867	0.428793952436191	-0.774552049966138	-0.0548207296874233	0.0551324417841005	-0.0643966789573175	0.0276170555411607	0.0366645582636546	-0.611384523305553	-0.188685488515978	-0.0700456504952971	-0.108366408715752	0.081923264308692	-0.330349373939574	-0.137834731468649	-0.0147687582484434
Geonoma interrupta (Arecaceae)	8	-1.42025125337767	1.14229892115489	-0.0308588396071123	-0.657283251027413	-0.190810320488501	-0.00108135965055961	-0.113780045950292	0.103672219983995	0.0258371024349123	-0.78272842287202	-0.118034136645555	-0.0491531205364086	-0.0993792393670268	-0.0380069571149442	-0.3510725998059	-0.18119608424702	-0.0296174904859849
Godmania aesculifolia (Bignoniaceae)	4	-2.78698141170041	-1.22862824407988	0.0277000959059912	-0.120872554080098	0.0177220612175924	-0.1806817605503	0.224148149507464	0.181499991833807	0.0307168743269607	-0.547108805142919	-0.256128613659009	0.0202353651061603	-0.0167577373132512	-0.0343030251938555	-0.392668141240732	-0.06818275252324	-0.0265416040574251
Guapira standleyana (Nyctaginaceae)	9	-1.41795055119722	1.66138182676221	-0.167048854783776	0.0677859459968941	-0.168612139204356	0.658640592354287	0.346359184738747	0.217701788110456	0.0209251650022527	-1.0038109234663	-0.196823911535912	-0.188012127503641	-0.0917044353204172	0.0843660494721091	-0.461432277360703	-0.135390426322686	-0.00373333284531026
Guarea glabra (Meliaceae)	16	-0.887435692721202	-1.13654263751461	-0.656495873746001	-0.237015234078709	0.124912686337616	-0.0936145287358423	0.276775513343388	0.227149896973629	0.0252802556970711	-0.711035291138307	-0.104436741595246	-0.0835969456029965	-0.0813448303152509	0.0484480573305804	-0.490881468530056	-0.085558663460892	-0.0263350179247138
Guarea grandifolia (Meliaceae)	17	-0.521324701104348	0.316719201933344	0.145317938758574	-0.224268641004221	-0.098873803517685	0.468214676864604	-0.187236468284049	0.139267764685745	0.0384653240926044	-0.181964157793767	-0.1060704789186	-0.142012841472248	-0.148096403690688	-0.00185522687069382	-0.414759055644776	-0.0390951545635676	-0.0323696187648989
Guarea guidonia (Meliaceae)	33	0.315759057517733	0.0845760122848957	0.00442843691503688	-0.295034971517438	-0.339547519788638	0.442755888003026	0.840260667711567	0.114370307795929	-0.0378685969413487	-0.38905760285249	-0.122400862006338	-0.169959208412246	-0.123303337995382	0.10031595401111	0.00497552518600429	-0.0805578015359933	-0.0192108213096731
Guarea pterorhachis (Meliaceae)	7	-2.91132707818563	2.3366821864317	0.156352595309806	-0.077010536180357	-0.347452054963701	-0.0285705340315644	-0.609266963453999	0.244921582639858	0.026366275663232	-0.212421794064655	-0.231376890738658	-0.265381962560302	-0.113236324378302	-0.0482274276535624	-0.444555456126207	-0.074133958568383	0.0120809052703985
Guarea bullata (Meliaceae)	12	-0.691865714058978	1.47989203962714	-0.151901199769218	-0.44800801212653	-0.0843516136321171	-0.00676856488724227	-0.409961963443757	0.180366557592076	0.0446655936291831	-0.74708189231345	-0.164256472269099	-0.189502898532445	-0.151892867298864	0.0771011786431802	-0.503014427038979	-0.179374370483627	-0.023763403241074
Guatteria aberrans (Annonaceae)	5	-3.60495505439717	2.25656522056419	-0.0476352271742859	-0.321996522681345	0.0138015577589767	-0.000526682809969179	-1.08370808265856	0.185531904119839	0.0570209461197626	-0.334732893500166	-0.240963847639791	-0.150663647973522	-0.159111556617467	-0.00583759545973991	-0.237008786023252	-0.184450665895537	-0.0282740253220751
Guatteria amplifolia (Annonaceae)	19	-0.302529822939733	1.33793205778541	-0.339341757099962	-0.566185444706596	-0.199256865093588	-0.394557237047575	-1.25346876926725	0.114467694170887	-0.0203366329433059	-1.0485817103304	-0.188564654888156	-0.250709603067062	-0.0389542646907406	-0.0355223522961184	-0.192749148482756	-0.151861915736855	0.0265543744266581
Guatteria dumetorum (Annonaceae)	24	0.806925839381314	1.1286008907414	-0.00720980127244042	-0.212333058515798	-0.154370180470534	-0.0468365932137824	-0.303879579039547	0.112262166793344	0.0485543024412586	-1.10685540970394	-0.0844561431266685	-0.282804442856179	-0.179921608678979	0.0494963850376615	-0.449562729417645	-0.152078470891296	0.0060888751980241
Guazuma ulmifolia (Malvaceae)	23	-0.752570573358955	-0.170966003580355	0.0304219261199952	0.122476495989986	0.0996713700345128	0.531336297747025	0.547255300847986	0.267524678221222	0.0464283662078622	-0.551764563381508	-0.137305708611705	0.100744627266476	-0.0980975742279443	0.150034126688767	-0.119455684949493	0.0736043341662614	-0.0316120116263142
Guettarda foliacea (Rubiaceae)	19	-0.096894036571618	1.46800704047301	-0.403018267459008	0.496935027555014	-0.284701551986872	0.435724896359543	-0.689013898663647	0.182513455674858	0.083032648750288	-0.733398647290346	-0.153261860466347	-0.262106306521359	-0.138158349534119	0.0447473997797868	-0.434158576362711	-0.148991407121939	-0.0381538672906287
